Waterbody Official Name,Activity Date,Survey Type,Equipment Type,Survey Comments,HUC,TTM Easting,TTM Northing,UTM Easting,UTM Northing,UTM Ref Mer,Latitude,Longitude,ATS QTR,ATS SEC,ATS TWP,ATS RGE,ATS MER,Location Comments,Distance (m),Time (s),Time (h),Angler Count,Pass Number,Captured Count,Total Count of Species by SurveyID,Species Code,Species Common Name,Weight (g),Fork Length (mm),Total Length (mm),Gender,Age,Water Temp (C),Water Conductivity (uS/cm),Dissolved Oxygen (mg/L),Wetted Width (m),Rooted Width (m),Conducted By,Inventory Project ID,Project Location ID,Inventory Survey ID
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,3,32,LKCH,LAKE CHUB,,43,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485497
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,2,32,LKCH,LAKE CHUB,,42,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485497
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,32,LKCH,LAKE CHUB,,40,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485497
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,32,LKCH,LAKE CHUB,,39,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485497
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,32,LKCH,LAKE CHUB,,38,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485497
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,6,WHSC,WHITE SUCKER,,55,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485497
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,6,WHSC,WHITE SUCKER,,56,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485497
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,6,WHSC,WHITE SUCKER,,59,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485497
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,6,WHSC,WHITE SUCKER,,64,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485497
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,1,TRPR,TROUT-PERCH,,40,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485497
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,20,32,LKCH,LAKE CHUB,,,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485497
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,38,LKCH,LAKE CHUB,,51,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485498
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,,,,,,,,,,,,,8.55,,FISHERIES MANAGEMENT,21178,4639834,1485498
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,38,LKCH,LAKE CHUB,,49,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485498
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,38,LKCH,LAKE CHUB,,46,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485498
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,38,LKCH,LAKE CHUB,,45,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485498
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,2,38,LKCH,LAKE CHUB,,44,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485498
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,2,38,LKCH,LAKE CHUB,,43,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485498
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,38,LKCH,LAKE CHUB,,41,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485498
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,2,38,LKCH,LAKE CHUB,,39,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485498
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,38,LKCH,LAKE CHUB,,37,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485498
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,28,38,LKCH,LAKE CHUB,,,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485498
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,3,BURB,BURBOT,,,165,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485498
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,3,BURB,BURBOT,,,160,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485498
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,3,BURB,BURBOT,,,135,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485498
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,1,WHSC,WHITE SUCKER,,72,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485498
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,4,PRDC,PEARL DACE,,75,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485498
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,4,PRDC,PEARL DACE,,55,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485498
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,4,PRDC,PEARL DACE,,46,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485498
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,4,PRDC,PEARL DACE,,43,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485498
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,2,LNDC,LONGNOSE DACE,,79,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485498
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,2,LNDC,LONGNOSE DACE,,55,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485498
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,38,LKCH,LAKE CHUB,,50,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485498
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,23,PRDC,PEARL DACE,,44,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485499
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,2,23,PRDC,PEARL DACE,,47,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485499
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,23,PRDC,PEARL DACE,,50,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485499
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,23,PRDC,PEARL DACE,,54,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485499
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,23,PRDC,PEARL DACE,,55,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485499
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,3,23,PRDC,PEARL DACE,,58,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485499
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,23,PRDC,PEARL DACE,,59,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485499
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,23,PRDC,PEARL DACE,,60,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485499
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,23,PRDC,PEARL DACE,,62,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485499
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,23,PRDC,PEARL DACE,,64,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485499
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,23,PRDC,PEARL DACE,,67,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485499
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,23,PRDC,PEARL DACE,,72,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485499
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,,,,,,,,,,,,,2.6,,FISHERIES MANAGEMENT,21178,4639834,1485499
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,1,TRPR,TROUT-PERCH,,62,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485499
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,1,BURB,BURBOT,,,128,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485499
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,113,116,LKCH,LAKE CHUB,,,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485499
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,116,LKCH,LAKE CHUB,,42,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485499
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,116,LKCH,LAKE CHUB,,60,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485499
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,116,LKCH,LAKE CHUB,,68,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485499
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,1,EMSH,EMERALD SHINER,,60,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485499
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,4,FNDC,FINESCALE DACE,,68,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485499
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,7,WHSC,WHITE SUCKER,,51,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485499
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,2,7,WHSC,WHITE SUCKER,,54,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485499
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,7,WHSC,WHITE SUCKER,,55,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485499
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,3,7,WHSC,WHITE SUCKER,,58,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485499
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,7,WHSC,WHITE SUCKER,,64,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485499
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,2,7,WHSC,WHITE SUCKER,,68,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485499
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,7,WHSC,WHITE SUCKER,,72,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485499
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,4,FNDC,FINESCALE DACE,,73,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485499
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,4,FNDC,FINESCALE DACE,,74,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485499
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,4,FNDC,FINESCALE DACE,,80,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485499
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,1,LNDC,LONGNOSE DACE,,54,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485499
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,8,23,PRDC,PEARL DACE,,,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485499
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,23,PRDC,PEARL DACE,,35,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485499
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,2,23,PRDC,PEARL DACE,,41,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485499
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,23,PRDC,PEARL DACE,,42,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485499
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,4,WHSC,WHITE SUCKER,,56,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485500
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,,,,,,,,,,,,,5.8,,FISHERIES MANAGEMENT,21178,4639834,1485500
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,4,WHSC,WHITE SUCKER,,66,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485500
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,4,WHSC,WHITE SUCKER,,67,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485500
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,2,TRPR,TROUT-PERCH,,56,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485500
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,2,TRPR,TROUT-PERCH,,64,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485500
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,2,BURB,BURBOT,,,138,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485500
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,2,BURB,BURBOT,,,151,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485500
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,91,91,LKCH,LAKE CHUB,,,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485500
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,4,EMSH,EMERALD SHINER,,45,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485500
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,4,EMSH,EMERALD SHINER,,48,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485500
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,4,EMSH,EMERALD SHINER,,55,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485500
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,2,4,EMSH,EMERALD SHINER,,59,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485500
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,1,LNDC,LONGNOSE DACE,,79,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485500
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,4,4,PRDC,PEARL DACE,,,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485500
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,4,WHSC,WHITE SUCKER,,65,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485500
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,4,WHSC,WHITE SUCKER,,63,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485501
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,4,WHSC,WHITE SUCKER,,64,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485501
Freeman HUC8,17-Jul-15,Electrofishing,BACKPACK,,17010603,463211.491,6045926.247,592459.337,6049138.279,-117 (Zone 11),54.581273,-115.569422,SE,34,64,11,5,,300,2288,,,,1,4,WHSC,WHITE SUCKER,,65,,U,,,,,,,FISHERIES MANAGEMENT,21178,4639834,1485501
